Timestamp,Voltage (V),Power Factor,Grid Supply (kW),Grid Frequency (Hz),Generation Capacity (MW),Power Consumption (kW),Current (A),Reactive Power (kVAR),Temperature (°C),Humidity (%),Transformer Fault,Line Trip Events,Overload Condition,Grid Collapse Events
2019-01-30,329730.48,0.838,3645988.55,50.12,4114.29,3922049.29,8197.27,2556244.65,24.5,19.2,0,0,0,0
2019-01-31,325088.48,0.856,4042030.39,50.04,3612.06,4383114.79,9098.63,2652383.34,31.2,47.1,0,0,0,0
2019-02-01,335609.29,0.803,3397973.66,50.21,4616.19,3651369.48,7822.16,2709675.31,29.2,38.6,0,0,0,0
2019-02-02,341600.2,0.879,3596815.11,50.06,3268.81,4237728.08,8151.99,2303406.62,32.5,26.1,0,0,1,0
2019-02-03,330980.66,0.876,4821638.23,50.01,4243.18,5450271.05,10856.01,3004382.21,35.1,28.3,0,0,1,0
2019-02-04,325479.66,0.879,4183790.02,50.23,3497.13,3840968.92,7753.05,2085783.88,27.8,40.8,0,0,0,0
2019-02-05,322255.2,0.946,3701374.66,50.25,3589.78,3844125.17,7279.44,1315881.98,39.1,9.9,0,1,0,0
2019-02-06,331289.88,0.937,4167286.03,49.72,4269.56,4369827.1,8129.93,1633158.37,32.6,33.7,0,0,0,0
2019-02-07,315318.62,0.824,4226932.19,49.8,3662.06,6746594.23,14986.9,4634513.08,33.1,28.4,1,0,1,1
2019-02-08,332375.84,0.855,4397765.77,49.98,3742.11,4472619.62,9083.16,2709090.95,27.7,27.4,0,0,0,0
2019-02-09,329987.98,0.864,3949137.59,50.02,3593.92,3758598.06,7614.79,2194369.66,31.9,30.4,0,0,0,0
2019-02-10,327053.64,0.854,4390599.08,49.95,4892.51,4802580.16,9926.51,2924811.17,34.9,20.2,0,0,0,0
2019-02-11,324539.18,0.92,3184621.39,50.09,3691.26,3502123.59,6773.64,1494279.21,32.6,45.5,0,1,0,0
2019-02-12,334173.76,0.879,3577476.75,50.2,4025.78,3729958.51,7334.61,2027342.19,32.4,13.7,0,0,0,0
2019-02-13,334568.86,0.886,4065548.56,50.34,3899.04,4179277.81,8141.64,2189335.63,31.8,36.7,0,0,0,0
2019-02-14,322271.35,0.928,4131853.41,50.12,4110.71,4730519.29,9132.74,1899950.41,27.9,26.5,0,0,1,0
2019-02-15,337949.19,0.921,3635287.08,49.83,3692.63,3506744.0,6505.56,1484450.29,27.8,54.8,0,0,0,0
2019-02-16,332870.36,0.82,4103768.0,49.97,3899.59,4169037.05,8820.14,2911828.59,35.5,35.2,0,0,0,0
2019-02-17,336997.97,0.907,3750463.9,49.98,4196.98,3742156.67,7067.81,1736584.86,34.6,13.8,0,0,0,0
2019-02-18,323289.36,0.865,3889216.36,50.1,3568.5,4509116.46,9306.04,2611873.2,35.1,40.5,0,0,1,0
2019-02-19,323170.88,0.844,4409909.52,50.08,4544.66,4756305.36,10065.44,3020069.15,29.5,24.1,0,0,0,0
2019-02-20,329255.15,0.808,4363575.0,50.41,4592.74,4117035.59,8940.2,3007407.28,31.5,44.8,0,0,0,0
2019-02-21,332513.92,0.873,3601175.87,49.91,4303.25,3433898.95,6829.03,1917613.64,35.7,41.2,0,0,0,0
2019-02-22,338981.8,0.853,3577099.42,50.08,4034.94,4426093.6,8834.34,2704442.47,28.3,49.7,0,0,1,0
2019-02-23,285374.32,0.838,3835530.64,50.73,2504.7,5722042.37,13818.89,3730029.47,35.4,36.9,0,1,1,1
2019-02-24,328786.59,0.904,3989301.48,49.88,4212.15,4524486.33,8786.78,2137183.5,30.2,43.2,0,0,1,0
2019-02-25,324868.15,0.915,3736840.6,50.03,3804.33,3928259.12,7626.24,1727179.03,29.4,35.4,0,0,0,0
2019-02-26,336150.0,0.837,4416256.98,49.81,3876.86,5303250.37,10886.02,3470984.51,31.9,29.1,0,0,1,0
2019-02-27,325176.47,0.807,4138955.94,50.02,3051.31,3889209.35,8552.31,2841851.69,28.6,45.7,0,0,0,0
2019-02-28,338142.34,0.927,4162434.04,49.84,4246.79,4683973.51,8624.38,1890570.59,26.3,22.7,0,0,1,0
2019-03-01,328578.08,0.801,3493384.47,50.21,3275.71,3513201.21,7702.0,2621235.47,32.2,34.6,0,0,0,0
2019-03-02,337952.91,0.941,4466916.29,50.03,4059.21,4579083.54,8317.1,1653360.21,33.6,29.3,0,0,0,0
2019-03-03,333394.66,0.894,2871932.47,49.81,4452.33,3223970.87,6244.03,1614545.72,35.6,43.4,0,0,1,0
2019-03-04,329315.02,0.848,4333622.18,50.17,3765.34,4488090.89,9275.81,2801774.64,33.8,25.5,0,1,0,0
2019-03-05,327403.02,0.837,4373724.7,50.04,4608.03,4402285.18,9275.22,2878393.43,37.9,30.9,0,0,0,0
2019-03-06,328295.46,0.801,3827039.53,50.19,3626.5,3828892.71,8402.82,2858202.57,36.1,35.4,0,0,0,0
2019-03-07,332141.58,0.835,4509164.09,49.77,4300.22,3838946.4,7988.68,2526587.08,34.2,49.9,0,0,0,0
2019-03-08,330385.78,0.821,3974760.98,50.07,3347.61,4476854.22,9532.97,3117194.62,33.4,29.7,0,0,1,0
2019-03-09,327030.94,0.892,4024972.68,50.15,4515.57,3821055.46,7564.05,1938241.06,35.7,31.0,0,0,0,0
2019-03-10,329171.84,0.825,4135811.51,49.92,4438.0,5111205.19,10866.65,3501464.77,25.4,21.5,0,1,1,0
2019-03-11,330392.89,0.879,5274629.96,49.75,4234.18,5386656.49,10705.17,2917735.56,30.6,25.2,0,0,0,0
2019-03-12,319356.33,0.889,4537773.56,49.99,3803.36,5358856.37,10903.6,2767388.12,26.4,39.1,0,0,1,0
2019-03-13,332290.84,0.845,4280452.48,50.25,3299.0,3720127.97,7651.97,2357180.08,34.0,35.3,0,0,0,0
2019-03-14,325101.39,0.805,3634878.21,50.23,3804.68,4082507.28,9003.5,3005998.08,29.8,35.5,0,0,1,0
2019-03-15,324233.34,0.806,4057435.93,49.91,4555.15,4661407.88,10303.52,3428268.72,41.1,52.4,0,0,1,0
2019-03-16,321563.28,0.804,3674750.36,49.74,4064.98,4337514.97,9686.88,3208517.49,30.4,18.3,0,0,1,0
2019-03-17,321030.54,0.911,4328844.34,49.91,3223.48,3883822.36,7668.26,1759681.72,32.3,58.2,0,0,0,0
2019-03-18,323222.76,0.848,4056186.79,49.91,3437.64,3973960.32,8373.71,2486820.13,30.8,46.8,0,0,0,0
2019-03-19,326454.9,0.919,3550191.33,50.09,4626.58,3932372.96,7563.89,1681755.85,30.5,31.7,0,0,1,0
2019-03-20,339766.3,0.865,4032449.83,49.98,4243.96,4293930.81,8437.59,2493582.0,28.3,38.9,0,0,0,0
2019-03-21,327370.6,0.868,3660233.01,49.85,3383.0,3950621.13,8027.32,2260596.64,28.2,28.2,0,0,0,0
2019-03-22,330888.75,0.877,4060486.49,50.22,3117.08,4117216.92,8192.1,2256492.19,25.5,38.2,0,0,0,0
2019-03-23,332002.41,0.907,3656369.07,50.03,3687.48,4406216.74,8448.48,2046433.42,33.6,56.5,0,0,1,0
2019-03-24,330655.33,0.841,4010995.05,50.09,3074.32,5257799.01,10915.88,3382116.6,30.7,28.5,0,0,1,0
2019-03-25,329612.78,0.818,4300187.94,49.66,3922.08,4559910.66,9761.4,3203711.77,37.8,32.7,0,0,0,0
2019-03-26,324023.53,0.883,3978779.2,49.52,5225.81,4358124.47,8790.24,2311764.23,28.3,27.4,0,0,0,0
2019-03-27,337254.64,0.849,3843644.69,49.71,3201.52,4057445.03,8180.93,2524738.57,36.4,29.0,0,0,0,0
2019-03-28,339035.98,0.866,4081310.49,49.9,3906.99,4809438.07,9453.28,2772262.55,36.7,31.0,0,0,1,0
2019-03-29,321586.71,0.897,4278873.05,50.12,4655.96,4847585.03,9701.84,2388257.58,35.8,24.1,0,0,1,0
2019-03-30,324879.86,0.874,3557126.69,49.53,4374.54,3355657.95,6822.19,1864601.77,32.7,32.4,0,0,0,0
2019-03-31,328600.95,0.893,4104262.46,50.32,3925.63,4058006.6,7983.83,2044692.73,31.0,35.5,0,0,0,0
2019-04-01,325177.31,0.882,4527016.33,50.03,3926.83,4296456.84,8652.53,2299916.3,31.8,66.0,0,0,0,0
2019-04-02,332529.83,0.911,4229462.79,50.27,3422.05,5580701.0,10636.38,2526860.85,25.6,47.0,0,0,1,0
2019-04-03,326358.64,0.906,4023101.66,49.82,3866.17,4479849.13,8748.47,2094370.0,28.8,68.5,0,0,1,0
2019-04-04,340825.28,0.88,4255895.0,50.1,4121.72,4215171.95,8112.91,2273636.24,27.9,69.5,0,0,0,0
2019-04-05,335952.74,0.902,4180998.58,50.02,4552.56,4107600.3,7827.48,1967998.1,25.3,89.0,0,0,0,0
2019-04-06,331062.87,0.931,4301440.44,50.16,3689.91,4862877.9,9108.71,1906077.31,28.8,70.3,0,0,1,0
2019-04-07,335134.93,0.865,3190427.36,49.95,3905.08,3638656.92,7248.11,2112267.13,30.2,79.4,0,0,1,0
2019-04-08,335529.5,0.862,3378617.55,50.09,3525.39,3817198.5,7620.6,2245611.06,25.2,65.7,0,0,1,0
2019-04-09,327180.26,0.915,4401931.66,50.22,4112.66,4434700.8,8555.94,1960171.51,29.4,83.0,0,0,0,0
2019-04-10,325918.91,0.887,3397888.33,49.87,4391.89,3671705.0,7329.7,1907605.21,21.3,60.6,0,0,0,0
2019-04-11,330390.72,0.811,4160615.45,50.05,4314.82,4414793.73,9516.74,3188785.82,24.9,75.0,0,0,0,0
2019-04-12,334308.18,0.934,3859180.14,49.62,3414.91,3690819.4,6825.8,1413977.99,26.6,78.4,0,0,0,0
2019-04-13,330695.3,0.805,3601524.3,50.14,4073.43,3447921.51,7481.34,2544505.32,29.1,76.9,0,0,0,0
2019-04-14,322115.02,0.912,4139859.9,50.39,3661.34,4517400.65,8875.62,2028354.29,30.6,91.6,0,0,0,0
2019-04-15,325985.88,0.914,4080413.4,49.75,4505.53,4364594.23,8459.1,1939722.2,28.2,64.2,0,0,0,0
2019-04-16,329630.14,0.943,4844137.06,49.98,3919.34,5354395.07,9945.5,1890214.71,29.7,84.1,0,0,1,0
2019-04-17,329621.67,0.808,3750075.52,50.18,3240.24,4234218.91,9177.43,3086211.48,27.5,81.6,0,0,1,0
2019-04-18,339862.71,0.89,4576044.05,50.01,3890.1,5490970.34,10486.37,2820272.1,29.2,70.5,0,0,1,0
2019-04-19,323070.06,0.864,4140969.17,50.03,4229.24,4026718.01,8327.06,2344663.71,29.1,88.4,0,0,0,0
2019-04-20,332527.95,0.85,3735591.25,49.92,4122.0,4157801.29,8496.95,2581198.15,26.5,68.5,1,0,1,0
2019-04-21,337445.57,0.814,4319698.58,49.91,3744.1,4859314.82,10219.45,3473283.6,26.9,70.2,0,1,1,0
2019-04-22,341357.25,0.884,4226295.4,49.98,3707.36,4305694.64,8234.28,2272292.32,29.8,69.9,0,0,0,0
2019-04-23,327978.01,0.872,4014337.32,50.01,3506.25,4263974.18,8609.23,2395272.54,33.4,57.3,0,0,0,0
2019-04-24,332457.15,0.816,4106518.14,49.76,3802.63,4194168.26,8929.52,2974588.4,31.6,77.6,0,1,0,0
2019-04-25,332848.8,0.892,3761205.19,49.99,3572.16,4742349.56,9223.22,2404930.88,24.6,76.1,0,0,1,0
2019-04-26,330977.41,0.911,3669685.15,50.31,4485.04,3891647.04,7454.22,1765223.67,24.6,69.0,0,0,0,0
2019-04-27,329505.77,0.915,4303776.87,49.92,3549.43,4713283.44,9024.75,2076962.57,26.4,87.6,1,0,0,0
2019-04-28,332179.88,0.936,3910424.23,49.75,4061.14,4002716.38,7434.21,1507812.05,28.3,65.6,1,0,0,0
2019-04-29,317338.77,0.861,3967966.8,49.97,4027.15,3976047.74,8397.55,2344271.52,28.1,52.7,0,0,0,0
2019-04-30,333410.35,0.943,4111928.64,49.86,4472.83,3782150.87,6945.53,1335252.69,31.7,89.0,0,0,0,0
2019-05-01,286415.57,0.93,4106115.34,49.76,4544.68,5594103.38,12127.66,2214195.49,31.9,80.1,0,0,1,1
2019-05-02,328887.63,0.844,3428269.41,50.03,4347.98,3863123.96,8030.52,2450123.16,28.0,76.3,0,0,1,0
2019-05-03,340234.31,0.824,4514500.83,49.86,4176.46,4604295.86,9483.18,3167242.31,27.3,66.6,0,0,0,0
2019-05-04,326625.33,0.865,4048472.86,49.88,3475.68,3886384.19,7938.97,2251232.61,29.6,73.4,0,0,0,0
2019-05-05,327984.62,0.86,3918938.69,50.03,3465.56,4185390.68,8564.06,2480306.14,31.2,57.4,0,0,0,0
2019-05-06,339957.77,0.886,4172338.4,49.69,3577.15,4173299.37,7996.22,2179977.96,29.7,67.7,0,0,0,0
2019-05-07,325839.69,0.888,4094616.88,49.65,4375.96,4208429.8,8402.01,2185008.75,26.7,61.0,0,0,0,0
2019-05-08,327249.42,0.912,4306825.08,50.13,4036.66,3977973.16,7691.13,1783361.05,26.2,72.6,0,0,0,0
2019-05-09,329264.87,0.876,4215193.47,49.61,4434.33,4517452.17,9037.41,2481330.98,24.7,79.2,0,0,0,0
2019-05-10,334203.67,0.816,4287138.49,49.8,4501.4,4603101.97,9748.46,3264131.31,28.6,59.5,0,0,0,0
2019-05-11,331039.01,0.929,4540397.56,49.64,3637.02,5264465.15,9885.95,2101392.93,29.9,77.2,0,0,1,0
2019-05-12,323536.87,0.846,4353449.82,49.9,4016.04,4505497.73,9498.38,2834056.94,30.2,72.0,0,0,0,0
2019-05-13,327339.16,0.946,3935805.51,50.09,3993.5,4001312.08,7462.65,1375340.65,31.5,76.8,0,0,0,0
2019-05-14,326963.23,0.818,3550839.54,50.02,3836.11,3175600.71,6857.78,2235733.13,32.4,67.6,0,0,0,0
2019-05-15,329613.89,0.944,4667119.17,50.48,3732.58,5414306.73,10049.06,1897226.68,23.9,77.0,1,0,1,0
2019-05-16,332129.22,0.814,3904910.65,50.22,4592.38,4448795.63,9504.65,3178655.55,29.2,63.0,0,0,1,0
2019-05-17,332091.03,0.835,3810757.03,49.81,4025.99,4012246.41,8357.23,2647601.47,29.3,53.2,0,0,0,0
2019-05-18,321119.94,0.807,3305309.27,49.76,4006.57,3031222.76,6753.41,2218309.42,27.8,55.5,0,0,0,0
2019-05-19,335319.7,0.906,4135389.24,50.54,3598.61,3839904.5,7299.35,1796554.58,25.5,65.0,0,0,0,0
2019-05-20,331262.84,0.928,4059554.64,50.21,4337.61,4040431.73,7592.06,1627908.02,32.3,53.9,0,0,0,0
2019-05-21,336922.66,0.865,3393954.03,50.12,3497.45,3891244.89,7707.72,2256098.27,26.2,85.5,0,0,1,0
2019-05-22,332220.99,0.939,4181309.62,50.01,4227.45,4511774.25,8347.67,1648333.4,21.4,69.2,0,0,0,0
2019-05-23,335506.61,0.889,3800723.23,50.05,4241.11,3423175.66,6629.61,1767516.71,28.1,79.2,0,0,0,0
2019-05-24,332332.73,0.895,5076126.0,49.7,3793.74,5535115.36,10750.09,2766414.59,27.3,77.9,0,0,0,0
2019-05-25,336731.13,0.927,3772255.52,50.03,4158.83,3644320.77,6741.87,1476595.82,33.6,70.1,0,0,0,0
2019-05-26,332611.25,0.845,3825922.67,50.01,4092.83,3817424.44,7846.26,2420691.28,29.5,105.4,0,0,0,0
2019-05-27,302062.91,0.853,3650089.51,49.45,3980.32,5203395.32,11657.58,3181798.4,27.1,99.3,0,0,1,1
2019-05-28,341362.17,0.936,4511150.61,49.89,4006.47,5082038.56,9184.08,1912960.28,27.4,83.9,0,0,1,0
2019-05-29,334445.19,0.935,3850889.68,50.3,4030.89,4464374.87,8241.31,1691266.11,27.4,60.9,0,0,1,0
2019-05-30,332868.72,0.946,3710034.34,49.97,4064.96,3886953.44,7123.08,1325605.58,34.7,84.3,0,0,0,0
2019-05-31,323618.48,0.935,4282782.0,50.41,4030.12,4875101.27,9299.3,1844798.42,30.0,52.5,0,0,1,0
2019-06-01,323558.46,0.819,3447858.83,49.65,3448.07,3418160.26,7446.27,2393832.24,23.8,84.0,0,0,0,0
2019-06-02,331463.58,0.924,4250044.22,49.9,3923.89,4353079.77,8209.86,1807378.28,27.3,44.4,0,0,0,0
2019-06-03,330727.61,0.861,4712559.89,49.69,4132.47,4794420.24,9715.43,2826080.93,27.9,66.8,1,0,0,0
2019-06-04,326929.39,0.949,4226643.13,49.76,4048.64,4448062.18,8280.64,1483673.26,24.7,82.1,0,0,0,0
2019-06-05,330704.91,0.871,4255159.33,49.83,4476.88,3920494.84,7859.6,2212995.0,22.7,73.9,0,0,0,0
2019-06-06,337943.13,0.883,4348024.09,50.06,4310.04,4467592.62,8643.14,2373900.72,29.8,55.2,0,0,0,0
2019-06-07,333477.01,0.879,4683883.21,50.05,3564.8,5598016.7,11020.17,3029609.4,25.6,71.7,0,0,1,0
2019-06-08,324294.96,0.848,4483957.58,49.86,3916.69,4218270.47,8853.28,2633516.2,31.7,73.9,0,0,0,0
2019-06-09,329442.46,0.811,4175867.89,49.55,3844.33,3829554.28,8272.78,2760075.81,28.0,72.0,0,0,0,0
2019-06-10,325975.17,0.934,4361556.56,50.3,3997.83,4035011.91,7648.76,1538964.49,26.6,65.9,0,0,0,0
2019-06-11,328061.5,0.92,3645626.03,49.94,3998.51,4798321.74,9174.79,2038266.2,20.7,78.6,0,0,1,0
2019-06-12,327931.92,0.821,4310517.44,49.78,4305.76,4726418.56,10136.37,3287650.86,31.7,81.4,0,0,0,0
2019-06-13,327611.77,0.917,3597777.61,50.05,4088.66,3680431.02,7076.83,1606270.67,28.9,68.5,0,0,0,0
2019-06-14,323724.32,0.894,3853191.03,50.04,4615.27,4072175.74,8124.8,2042346.35,26.7,85.2,0,0,0,0
2019-06-15,329361.73,0.861,2766975.13,49.94,4120.5,2968311.14,6040.67,1750497.85,25.3,68.4,0,0,0,0
2019-06-16,327196.96,0.838,4160571.86,50.03,3584.7,4102136.64,8636.6,2670033.74,32.8,65.1,0,0,0,0
2019-06-17,315352.76,0.929,3742451.2,49.77,3766.36,3736007.91,7362.98,1488765.13,24.8,83.6,0,0,0,0
2019-06-18,340264.86,0.905,4444458.09,50.15,4301.89,4596599.38,8617.81,2160341.85,26.9,83.2,0,0,0,0
2019-06-19,335443.85,0.882,4156077.04,49.8,3192.92,4062667.1,7926.53,2168883.99,29.7,63.8,0,0,0,0
2019-06-20,328118.5,0.891,4449638.36,49.88,3327.06,4495498.73,8873.54,2285220.77,32.4,62.3,0,0,0,0
2019-06-21,330094.1,0.814,3566561.38,50.13,4005.35,3870821.73,8320.74,2765612.32,27.4,87.6,0,0,0,0
2019-06-22,324141.73,0.871,4415354.41,50.24,4475.46,4195843.67,8579.49,2365653.43,25.8,69.0,0,0,0,0
2019-06-23,338478.61,0.829,4842342.54,50.32,4653.52,6348286.57,13061.15,4281684.78,27.7,70.0,0,0,1,0
2019-06-24,339486.44,0.831,4305663.32,50.21,3891.45,4845230.37,9912.79,3240154.46,30.7,67.5,0,0,1,0
2019-06-25,330783.47,0.899,4316139.6,49.94,4530.41,3983760.28,7732.76,1938490.29,31.4,83.2,0,0,0,0
2019-06-26,335117.65,0.937,4067839.07,49.69,4036.13,3263259.75,6002.04,1219910.41,23.9,91.4,0,1,0,0
2019-06-27,330876.43,0.861,3790132.49,50.28,3234.29,3719066.26,7540.92,2201210.09,28.3,70.7,0,0,0,0
2019-06-28,323316.37,0.831,4304476.95,50.27,3995.96,4814282.26,10343.26,3220651.2,23.7,94.2,1,0,1,0
2019-06-29,327940.88,0.897,3397566.84,49.87,3690.55,3734085.6,7326.3,1836834.03,30.7,64.5,0,0,0,0
2019-06-30,307808.39,0.931,3832897.95,49.97,4459.12,4441487.68,8951.34,1745899.67,29.3,67.2,1,1,1,1
2019-07-01,327727.26,0.912,3291577.28,49.93,3987.16,3258186.71,6292.02,1463066.87,25.2,76.7,0,0,0,0
2019-07-02,328906.73,0.93,3718537.45,50.3,3361.04,3568259.68,6732.77,1406744.05,32.6,61.8,0,0,0,0
2019-07-03,329543.0,0.88,4256818.04,49.9,3250.14,4298286.65,8552.67,2314320.52,29.0,76.6,0,0,0,0
2019-07-04,329595.61,0.913,4202157.35,50.4,3989.51,3986847.22,7651.04,1784020.88,28.7,64.8,0,0,0,0
2019-07-05,330261.29,0.821,4020365.48,50.16,2789.89,4061020.32,8647.06,2823955.04,27.5,54.6,0,0,0,0
2019-07-06,324696.97,0.852,4068160.4,50.36,3740.92,4813020.61,10041.91,2954477.3,28.0,52.6,0,0,1,0
2019-07-07,326414.92,0.858,3245654.15,49.91,4115.52,3157619.09,6506.13,1886726.75,26.9,66.8,0,0,0,0
2019-07-08,323577.08,0.877,3850975.09,50.08,3471.49,4278772.7,8708.28,2347789.98,25.8,74.2,0,1,1,0
2019-07-09,334889.08,0.939,3727459.36,49.81,4496.99,4198395.45,7705.29,1532690.19,31.7,56.4,0,0,1,0
2019-07-10,319471.77,0.931,3736376.12,50.17,4595.5,3519815.27,6831.4,1378413.6,26.5,71.8,0,0,0,0
2019-07-11,335767.95,0.82,4239831.45,50.18,3491.65,4094247.56,8583.53,2855899.98,26.4,71.8,0,0,0,0
2019-07-12,336931.75,0.826,3655797.07,50.48,3850.98,4229370.95,8774.78,2887059.1,27.6,68.3,0,1,1,0
2019-07-13,328489.1,0.854,3758127.66,50.1,4497.35,3598120.1,7408.26,2195398.63,32.3,60.7,0,0,0,0
2019-07-14,316984.31,0.844,3165172.3,50.14,3999.35,3305235.69,7136.11,2103763.47,31.4,72.4,0,0,0,0
2019-07-15,328193.45,0.892,3882350.73,49.91,3302.76,4868461.53,9599.12,2464251.85,26.8,68.6,0,0,1,0
2019-07-16,329679.08,0.935,3564864.98,50.11,3928.34,4092405.2,7661.64,1546756.52,31.7,79.8,0,0,1,0
2019-07-17,324947.01,0.944,4031681.17,49.92,3573.54,4267627.43,8029.4,1486619.97,28.3,57.1,0,0,0,0
2019-07-18,327423.91,0.898,3619556.78,50.02,4554.1,4104841.83,8059.9,2010792.39,25.5,71.1,0,0,1,0
2019-07-19,337650.98,0.926,4041816.9,50.03,4302.97,4221305.06,7797.16,1724594.05,26.6,57.3,0,0,0,0
2019-07-20,333324.64,0.879,3942125.7,49.93,3843.12,4540631.77,8949.69,2465815.09,32.1,67.6,0,0,1,0
2019-07-21,325377.18,0.831,4668816.71,50.01,4071.07,3946893.72,8425.13,2639496.58,34.2,59.0,0,0,0,0
2019-07-22,322012.0,0.879,4198887.19,49.92,3345.94,4350355.33,8876.66,2363394.11,29.0,60.8,1,0,0,0
2019-07-23,328364.91,0.883,3264144.85,49.92,3623.11,2746340.53,5466.98,1457892.37,26.3,70.0,0,0,0,0
2019-07-24,328932.72,0.911,3494044.46,50.22,4776.64,3725124.91,7174.29,1682335.89,27.6,64.3,0,0,0,0
2019-07-25,332481.0,0.833,4022083.2,50.04,4026.76,4128194.65,8605.91,2742107.81,25.7,84.7,0,0,0,0
2019-07-26,327323.42,0.855,3628060.82,50.07,4465.04,4303144.93,8874.77,2607413.48,26.1,81.8,0,0,1,0
2019-07-27,332557.5,0.855,2812652.63,49.71,4116.01,3153497.57,6406.19,1916148.56,25.9,78.0,0,0,1,0
2019-07-28,339675.77,0.944,4539818.53,50.08,4657.14,4527975.19,8153.53,1583905.2,27.8,77.8,0,0,0,0
2019-07-29,334077.51,0.867,4288089.61,50.11,3000.58,4328304.92,8631.68,2492409.08,28.4,71.3,0,0,0,0
2019-07-30,329759.56,0.913,4208390.75,49.92,3905.89,4579022.26,8778.46,2042505.76,27.6,83.0,0,0,0,0
2019-07-31,329084.25,0.913,3757070.78,50.42,4822.39,3729809.25,7170.15,1670752.6,27.3,67.1,0,0,0,0
2019-08-01,328216.63,0.84,4171070.71,49.54,4478.09,4366121.33,9144.97,2822155.86,30.3,91.2,0,0,0,0
2019-08-02,335903.2,0.886,3718255.87,50.16,4662.69,4393750.69,8525.79,2302104.85,27.3,60.6,0,0,1,0
2019-08-03,326863.43,0.934,4081942.92,50.14,3996.62,3947593.86,7464.33,1508187.99,27.5,58.7,0,0,0,0
2019-08-04,330226.11,0.871,3631766.71,50.11,3731.45,3650770.16,7325.8,2056458.07,27.5,56.1,0,0,0,0
2019-08-05,330255.99,0.942,4606515.38,50.04,3486.42,4695221.97,8715.68,1676460.2,32.6,57.8,0,0,0,0
2019-08-06,327491.08,0.832,3371905.34,50.11,3451.54,4605373.07,9756.48,3068828.3,26.5,53.7,0,1,1,0
2019-08-07,323137.67,0.811,4492913.53,50.17,4403.53,4990837.38,10993.55,3598726.64,29.8,72.1,0,0,1,0
2019-08-08,331614.87,0.934,4015566.33,49.85,4256.61,4670934.2,8709.5,1790944.37,25.8,78.5,0,0,1,0
2019-08-09,329694.98,0.927,3804213.2,50.06,3966.71,4286635.26,8096.41,1732334.66,29.0,70.3,0,0,1,0
2019-08-10,332501.2,0.949,4066801.17,49.96,4254.1,4609879.3,8435.69,1533300.46,29.6,56.1,0,0,1,0
2019-08-11,327332.0,0.902,4293339.2,49.78,4071.23,4711327.35,9213.64,2256264.17,31.3,65.3,0,0,0,0
2019-08-12,336104.11,0.941,4546698.69,50.14,4481.11,4940110.53,9022.81,1784762.44,26.8,78.4,0,0,0,0
2019-08-13,325616.13,0.924,4125257.21,49.89,4476.34,3733050.59,7163.17,1544418.73,24.7,66.6,0,0,0,0
2019-08-14,338560.2,0.927,3643721.57,49.7,3467.06,3956303.52,7280.66,1604830.16,25.6,62.0,0,0,0,0
2019-08-15,321261.82,0.885,4022252.05,49.89,4136.82,4179786.13,8484.16,2194693.59,30.9,54.9,0,0,0,0
2019-08-16,332173.85,0.857,4726717.29,49.84,3165.57,5220875.22,10584.17,3134432.76,34.2,65.8,0,0,1,0
2019-08-17,332377.15,0.94,4539071.23,50.21,4066.51,4733861.32,8746.03,1715275.83,30.5,63.0,0,0,0,0
2019-08-18,326022.21,0.865,4363505.39,50.03,4302.15,4914687.81,10063.84,2853315.0,24.2,69.1,0,0,1,0
2019-08-19,332121.97,0.881,4318274.81,50.28,3343.14,4940077.26,9749.6,2655311.59,30.4,74.8,0,0,1,0
2019-08-20,336397.59,0.867,4279780.04,49.87,3791.77,3247428.6,6429.08,1867177.45,25.2,67.2,0,0,0,0
2019-08-21,318915.91,0.885,4463501.93,50.17,4004.76,4493008.89,9193.76,2367149.19,27.0,71.8,0,0,0,0
2019-08-22,332513.72,0.871,3817348.49,50.57,4116.96,3299186.6,6580.06,1864643.31,28.6,74.7,0,0,0,0
2019-08-23,317533.65,0.807,3457965.57,50.07,3860.7,3713490.06,8364.76,2715596.56,29.1,57.7,0,0,0,0
2019-08-24,325171.68,0.932,4027601.4,50.17,3413.86,4107868.12,7823.19,1593553.62,28.2,88.9,0,0,0,0
2019-08-25,310716.05,0.867,3672967.37,50.16,3973.0,5336232.99,11440.95,3071855.15,26.2,62.6,1,1,1,1
2019-08-26,327091.09,0.888,3577991.7,49.72,3173.88,3831043.25,7612.16,1980264.3,31.2,75.2,0,0,0,0
2019-08-27,324130.6,0.821,3711888.57,50.12,3883.68,3717259.68,8066.1,2586180.89,26.4,58.6,0,0,0,0
2019-08-28,329010.31,0.801,4994125.57,50.06,3779.31,5712566.26,12522.62,4276865.34,31.8,71.1,0,0,1,0
2019-08-29,340339.53,0.837,4054449.85,49.95,3932.87,4128158.76,8368.84,2701076.97,23.9,71.5,0,0,0,0
2019-08-30,320841.59,0.906,4144763.13,49.82,3720.34,4145593.1,8236.77,1940518.07,28.6,86.6,0,0,0,0
2019-08-31,324743.45,0.815,3511054.88,50.14,3246.16,3824811.66,8344.8,2720622.75,24.3,67.7,0,0,0,0
2019-09-01,337487.16,0.936,3262498.82,49.81,3816.83,3951855.48,7220.26,1481895.24,25.5,83.0,0,1,1,0
2019-09-02,339288.51,0.832,3672378.94,50.43,4465.41,4169454.5,8524.99,2777431.24,26.5,72.9,0,0,1,0
